行号,标签,预测,判定
5513,这是有害垃圾_红花油。,根据图片中的信息，物品属于“其他垃圾”类别。,0
5514,这是有害垃圾_红花油。,这是斧标正红花油，是一款常用的中药材。红花油具有一定的医疗作用，主要用于治疗关节炎、跌打损伤等症状。,1
5515,这是有害垃圾_红花油。,根据图片中的信息，物品属于不可回收垃圾类别。,0
5516,这是有害垃圾_红花油。,图片中的物品属于有害垃圾类别。,1
5517,这是有害垃圾_红花油。,图中没有垃圾。,0
5518,这是有害垃圾_红花油。,这张图片中的垃圾属于不可回收垃圾。,0
5519,这是有害垃圾_红花油。,这张图片中的产品是一种中草药，属于中药范畴，可能属于医疗垃圾。中药是中药，属于医疗垃圾。,0
5520,这是有害垃圾_红花油。,这张图片中的垃圾是医疗废物。医疗废物是指在医疗卫生机构产生的、被污染的或者被病原体污染的医疗废物。,0
5521,这是有害垃圾_红花油。,图中的垃圾是塑料瓶。,0
5522,这是有害垃圾_红花油。,图中的垃圾是活络油。,1
5523,这是有害垃圾_红花油。,这是四瓶装的圣火香油。,0
5524,这是有害垃圾_红花油。,这张图片里是可回收物。,0
5525,这是有害垃圾_红花油。,图片中的物品属于其他垃圾类别。,0
5526,这是有害垃圾_红花油。,这是一瓶蛇油精抑菌液。蛇油精是一种传统的中医外用药，主要用于治疗皮肤瘙痒、湿疹、蚊虫叮咬等皮肤问题。蛇油精含有天然的蛇毒成分，具有消炎止痛的效果。通常，使用蛇油精时需要按照说明书上的剂量和方法使用，以确保安全和效果。,0
5527,这是有害垃圾_红花油。,这张图片中的垃圾是：塑料包装盒。,0
5528,这是有害垃圾_红花油。,这是WINSOR & NEWTON的油画媒介剂，适用于油画颜料。,0
5529,这是有害垃圾_红花油。,图片中的物品属于有害垃圾。,1
5530,这是有害垃圾_红花油。,图中的垃圾是“红花油”。,1
5531,这是有害垃圾_红花油。,这张图片里是一瓶红花油，不属于有害垃圾，是普通垃圾。,0
5532,这是有害垃圾_红花油。,这张图片里是一瓶“红花油”，这是一瓶用于皮肤护理的药膏，属于医疗用品或药品。,1
5533,这是有害垃圾_红花油。,图中没有垃圾。,0
5534,这是有害垃圾_红花油。,有害垃圾,1
5535,这是有害垃圾_纽扣电池。,这张图片里的是废旧电池。废旧电池通常属于有害垃圾，需要专门的回收和处理。,1
5536,这是有害垃圾_纽扣电池。,这张图片中的电池是一个锂离子电池（Lithium Cell），其型号是CR2354。以下是对这个电池的详细信息：  - **电池类型**：锂离子电池（Lithium Cell） - **型号**：CR2354 - **电压**：3V - **电芯类型**：SC8  锂离子电池是一种常用的电池类型，广泛应用于各种设备中，如手表、遥控器、电子秤等。它们具有高能量密度和高功率密度，适合于需要大电流输出的设备。CR2354电池是一种常见的锂离子电池，具有一定的耐用性和可靠性。,1
5537,这是有害垃圾_纽扣电池。,这个垃圾属于电子垃圾。,0
5538,这是有害垃圾_纽扣电池。,这张图片里的电池是干电池，通常称为纽扣电池。它们是常用的电池类型，广泛用于手表、计算器、玩具和其他电子设备。,1
5539,这是有害垃圾_纽扣电池。,图中的垃圾是两个锂离子电池。,1
5540,这是有害垃圾_纽扣电池。,图中的垃圾是一块CR2025锂离子电池。,1
5541,这是有害垃圾_纽扣电池。,图片中的物品属于其他垃圾类别。,0
5542,这是有害垃圾_纽扣电池。,图中的垃圾是CR2032电池。,1
5543,这是有害垃圾_纽扣电池。,锂电池属于有害垃圾。,0
5544,这是有害垃圾_纽扣电池。,这是一节AA电池。AA电池通常用于玩具、遥控设备、电子设备等。它们通常有一个两极的电池头，可以在两极之间插入另一块电池或电线。,0
5545,这是有害垃圾_纽扣电池。,这是一组CR2032和LIR2025锂离子电池。CR2032电池是一种3V的锂离子电池，而LIR2025电池也是一种3V的锂离子电池。这两种电池通常用于需要低功耗的应用，如电子秤、电子秤等。,1
5546,这是有害垃圾_纽扣电池。,这是CR2016锂电池。CR2016是一种常见的纽扣电池，常用于电子设备中的开关、按键、防盗报警器等。它是一种干电池，通常具有较高的电量和低自放电率。,1
5547,这是有害垃圾_纽扣电池。,这张图片里是一块CR2016电池。CR2016是一种常用的纽扣电池，常用于电子设备中的电源开关、定时器等电路中。它是一种干电池，可以在常温下使用。,1
5548,这是有害垃圾_纽扣电池。,图中没有垃圾。,0
5549,这是有害垃圾_纽扣电池。,图中的垃圾是金属片。,0
5550,这是有害垃圾_纽扣电池。,根据图片内容，我们可以判断出这个物品属于有害垃圾。有害垃圾是指对环境有害的垃圾，包括废电池、废荧光灯管、废油漆桶、废药品、废油漆和过期药品等。,1
5551,这是有害垃圾_纽扣电池。,图中的垃圾是电池。,1
5552,这是有害垃圾_胶水。,这个垃圾应该属于有害垃圾。,0
5553,这是有害垃圾_胶水。,,0
5554,这是有害垃圾_胶水。,这张图片里是一盒胶水，属于普通的生活垃圾。,0
5555,这是有害垃圾_胶水。,图中没有垃圾，只是一个黄色包装盒和里面的一管胶水。,1
5556,这是有害垃圾_胶水。,图中的垃圾是胶水。,1
5557,这是有害垃圾_胶水。,这个垃圾属于其他垃圾。,0
5558,这是有害垃圾_胶水。,该物品属于废品。,0
5559,这是有害垃圾_胶水。,这是一组三盒的产品。根据包装上的信息，这可能是一些药品或保健品。具体是什么产品，需要查看包装上的详细信息。,0
5560,这是有害垃圾_胶水。,根据图片内容，物品属于有害垃圾。,0
5561,这是有害垃圾_胶水。,这是一组塑料瓶，瓶身是长方体形状，颜色分别为蓝色、黄色和白色。每个瓶子的顶部都有一个配套的塑料盖。,0
5562,这是有害垃圾_胶水。,这个垃圾属于“其他垃圾”。,0
5563,这是有害垃圾_胶水。,这是一个塑料瓶，上面有三个瓶子，每个瓶子上都标有“2L997-1”和“141111”字样。这些数字可能表示产品的编号或批次号。塑料瓶通常用于存储液体或固体物质。,0
5564,这是有害垃圾_胶水。,这是一个塑料瓶，通常用于盛装液体。它有两个尖尖的尖嘴，通常用于涂抹或滴入液体。这种瓶子常见于实验室、医疗用品和清洁用品等领域。,0
5565,这是有害垃圾_胶水。,有害垃圾,1
5566,这是有害垃圾_胶水。,图中的垃圾是6瓶不同颜色的胶水。,1
5567,这是有害垃圾_胶水。,这是“502瞬间粘合胶水”产品包装。502瞬间粘合胶水是一种胶水，用于快速粘合不同材料，如金属、塑料、木材、纸张等。它具有很强的粘性，可以在短时间内迅速粘合，适用于各种工业和家用用途。,1
5568,这是有害垃圾_胶水。,这张图片里是塑料垃圾。,0
5569,这是有害垃圾_胶水。,图中的垃圾是塑料瓶。,0
5570,这是有害垃圾_胶水。,根据图片内容，该物品属于其他垃圾。,0
5571,这是有害垃圾_胶水。,图中没有垃圾。,0
5572,这是有害垃圾_胶水。,这个垃圾属于有害垃圾。,1
5573,这是有害垃圾_胶水。,图中的垃圾是502胶水瓶。,1
5574,这是有害垃圾_胶水。,这是Aibida品牌的502胶水，一种用于瞬间粘合的胶水。502胶水在工业和日常生活中非常常见，用于修理、组装和粘合各种物体。它的特点是快速干燥和高强度，适合粘合各种材料，如金属、塑料、木材等。,1
5575,这是有害垃圾_药品包装。,图中的垃圾是“板蓝根颗粒”。,1
5576,这是有害垃圾_药品包装。,这个垃圾属于可回收物。,0
5577,这是有害垃圾_药品包装。,图片中的物品属于其他垃圾类别。,0
5578,这是有害垃圾_药品包装。,这是一个室内公共场所，可能是一个医院或诊所的候诊区。墙上挂着一些标志，显示着不同的服务区域，如“药房”、“西药房”等。候诊区有一排椅子，供人们等待就诊。,0
5579,这是有害垃圾_药品包装。,这张图片中的垃圾是塑料袋。,0
5580,这是有害垃圾_药品包装。,这个垃圾属于有害垃圾。,0
5581,这是有害垃圾_药品包装。,图中的垃圾是板蓝根颗粒。,1
5582,这是有害垃圾_药品包装。,这是一个药品包装袋，袋装药品为板蓝根颗粒，批号Z43020250，属于OTC非处方药。,1
5583,这是有害垃圾_药品包装。,图片中的物品属于可回收物类别。,0
5584,这是有害垃圾_药品包装。,根据图片内容，该物品属于“医疗垃圾”。,0
5585,这是有害垃圾_药品包装。,图中的垃圾是儿童常用感冒药，具体是万通小儿氨酚黄那敏颗粒和小儿化痰止咳颗粒。,1
5586,这是有害垃圾_药品包装。,这张图片里的垃圾是塑料垃圾。塑料垃圾通常由塑料材料制成，通常用于包装、容器、包装材料等。塑料垃圾对环境和健康有严重影响，需要通过回收和处理来减少对环境的影响。,0
5587,这是有害垃圾_药品包装。,这张图片里是一次性包装的药品，应该属于医疗废物。,0
5588,这是有害垃圾_药品包装。,图中的垃圾是板蓝根颗粒。,1
5589,这是有害垃圾_药品包装。,根据图片中的物品描述，该物品属于“药品垃圾”。,1
5590,这是有害垃圾_药品包装。,根据图片中的物品，可以判断该物品属于其他垃圾类别。,0
5591,这是有害垃圾_药品包装。,这是一袋康点夏桑菊颗粒。康点是香港的一个品牌，夏桑菊是一种常见的中药材，具有清热解毒的功效。,1
5592,这是有害垃圾_药品包装。,这是白云山复方板蓝根颗粒。这是一种常见的中药，用于风热感冒和咽喉肿痛等症状。白云山是著名的中药品牌之一，生产和销售多种中药产品。,1
5593,这是有害垃圾_药品包装。,图中的垃圾是“板蓝根颗粒”。,1
5594,这是有害垃圾_药品包装。,图中的垃圾是塑料袋。,0
5595,这是有害垃圾_药品包装。,图片中的物品属于其他垃圾类别。,0
5596,这是有害垃圾_药品包装。,这张图片里的是可回收物垃圾。,0
5597,这是有害垃圾_药品包装。,这是一个包装袋，上面有“板蓝根”的字样。板蓝根是一种中药材，常用于治疗感冒和流感等疾病。,1
5598,这是有害垃圾_药品包装。,这是复方板蓝根颗粒，是一种用于清热解毒、凉血的中药。通常用于治疗感冒、发热、头痛等症状。建议在医生指导下使用，不要超过推荐剂量。,0
5599,这是有害垃圾_药品包装。,这是一袋方蓝颗粒，可能用于化学或制药行业。具体用途需要更多信息来确定。,0
5600,这是有害垃圾_药品包装。,这张图片中的垃圾是“药品包装盒”。,1
5601,这是有害垃圾_药品包装。,这是一个中药颗粒包装盒，包装盒上写着“复方感冒灵颗粒”。这个药品用于风寒感冒之发热、恶寒、头痛、身痛、口干咽痛、鼻塞流涕、咳嗽痰多、痰黄粘稠。每盒装有9小袋，每袋15克。,1
5602,这是有害垃圾_药品包装。,这是白云山板蓝根颗粒，是一种常见的清热解毒凉血利咽的中药。,0
5603,这是有害垃圾_药品包装。,这张图片里是宠物消咳喘口服液。,1
5604,这是有害垃圾_药品包装。,图片中的物品属于其他垃圾。,0
5605,这是有害垃圾_药品包装。,这个垃圾属于医疗废物。,0
5606,这是有害垃圾_药品包装。,根据物品的描述，这个物品属于医疗垃圾。医疗垃圾是指含有对健康有害物质的废弃物，需要特殊处理和处置。医疗垃圾需要由专门的医疗废物处理机构进行处理，以确保废弃物的安全和卫生。,0
5607,这是有害垃圾_药品包装。,这张图片里的是垃圾。,0
5608,这是有害垃圾_药品包装。,根据图片中的描述，这个物品属于垃圾类别中的药品。,0
5609,这是有害垃圾_药品包装。,这是一个中药瓶子，上面写着“中龙胖净 富硒浓痰止咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳痰咳,1
